temperature,raw,answer
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,monday,monday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,monday,monday
0.5,sunday,sunday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,monday,monday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,monday,monday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
1,monday,monday
1,wednesday,wednesday
1,tuesday,tuesday
1,monday,monday
1,wednesday,wednesday
1,sunday,sunday
1,monday,monday
1,sunday,sunday
1,wednesday,wednesday
1,wednesday,wednesday
1,thursday,thursday
1,tuesday,tuesday
1,sunday,sunday
1,wednesday,wednesday
1,tuesday,tuesday
1,monday,monday
1,wednesday,wednesday
1,thursday,thursday
1,wednesday,wednesday
1,tuesday,tuesday
1,monday,monday
1,thursday,thursday
1,wednesday,wednesday
1,tuesday,tuesday
1,tuesday,tuesday
1,wednesday,wednesday
1,wednesday,wednesday
1,monday,monday
1,wednesday,wednesday
1,monday,monday
1,wednesday,wednesday
1,thursday,thursday
1,thursday,thursday
1,wednesday,wednesday
1,monday,monday
1,thursday,thursday
1,monday,monday
1,wednesday,wednesday
1,thursday,thursday
1,monday,monday
1,tuesday,tuesday
1,thursday,thursday
1,monday,monday
1,wednesday,wednesday
1,wednesday,wednesday
1,sunday,sunday
1,sunday,sunday
1,tuesday,tuesday
1,sunday,sunday
1,wednesday,wednesday
1,wednesday,wednesday
1,thursday,thursday
1,monday,monday
1,sunday,sunday
1,wednesday,wednesday
1,thursday,thursday
1,wednesday,wednesday
1,monday,monday
1,wednesday,wednesday
1,wednesday,wednesday
1,thursday,thursday
1,sunday,sunday
1,sunday,sunday
1,sunday,sunday
1,wednesday,wednesday
1,wednesday,wednesday
1,sunday,sunday
1,monday,monday
1,wednesday,wednesday
1,thursday,thursday
1,sunday,sunday
1,tuesday,tuesday
1,wednesday,wednesday
1,wednesday,wednesday
1,tuesday,tuesday
1,tuesday,tuesday
1,wednesday,wednesday
1,sunday,sunday
1,monday,monday
1,wednesday,wednesday
1,sunday,sunday
1,wednesday,wednesday
1,tuesday,tuesday
1,sunday,sunday
1,thursday,thursday
1,sunday,sunday
1,wednesday,wednesday
1,monday,monday
1,thursday,thursday
1,sunday,sunday
1,sunday,sunday
