temperature,raw,answer,iteration
2.5,Sunday,sunday,15
2.5,Saturday,saturday,16
2.5,Saturday,saturday,17
2.5,Saturday,saturday,18
2.5,Sunday,sunday,19
2.5,Saturday,saturday,20
2.5,Sunday,sunday,21
2.5,Saturday,saturday,22
2.5,Sunday,sunday,23
2.5,Sunday,sunday,24
2.5,Sunday,sunday,25
2.5,Sunday,sunday,26
2.5,Sunday,sunday,27
2.5,Sunday,sunday,28
2.5,Saturday,saturday,29
2.5,Sunday,sunday,30
2.5,Saturday,saturday,31
2.5,Saturday,saturday,32
2.5,Saturday,saturday,33
2.5,Sunday,sunday,34
2.5,Sunday,sunday,35
2.5,Sunday,sunday,36
2.5,Saturday,saturday,37
2.5,Saturday,saturday,38
2.5,Saturday,saturday,39
2.5,Saturday,saturday,40
2.5,Sunday,sunday,41
2.5,Saturday,saturday,42
2.5,Sunday,sunday,43
2.5,Sunday,sunday,44
2.5,Saturday,saturday,45
2.5,Saturday,saturday,46
2.5,Sunday,sunday,47
2.5,Saturday,saturday,48
2.5,Sunday,sunday,49
2.5,Saturday,saturday,50
3.0,Saturday,saturday,1
3.0,Saturday,saturday,2
3.0,Sunday,sunday,3
3.0,Saturday,saturday,4
3.0,Saturday,saturday,5
3.0,Sunday,sunday,6
3.0,Sunday,sunday,7
3.0,Saturday,saturday,8
3.0,Sunday,sunday,9
3.0,Saturday,saturday,10
3.0,Saturday,saturday,11
3.0,Sunday,sunday,12
3.0,Saturday,saturday,13
3.0,Saturday,saturday,14
3.0,Saturday,saturday,15
3.0,Sunday,sunday,16
3.0,Saturday,saturday,17
3.0,Sunday,sunday,18
3.0,Sunday,sunday,19
3.0,Sunday,sunday,20
3.0,Saturday,saturday,21
3.0,Saturday,saturday,22
3.0,Saturday,saturday,23
3.0,Sunday,sunday,24
3.0,Sunday,sunday,25
3.0,Saturday,saturday,26
3.0,Sunday,sunday,27
3.0,Saturday,saturday,28
3.0,Sunday,sunday,29
3.0,Sunday,sunday,30
3.0,Saturday,saturday,31
3.0,Saturday,saturday,32
3.0,Sunday,sunday,33
3.0,Saturday,saturday,34
3.0,Saturday,saturday,35
3.0,Sunday,sunday,36
3.0,Saturday,saturday,37
3.0,Saturday,saturday,38
3.0,Sunday,sunday,39
3.0,Sunday,sunday,40
3.0,Saturday,saturday,41
3.0,Sunday,sunday,42
3.0,Sunday,sunday,43
3.0,Sunday,sunday,44
3.0,Sunday,sunday,45
3.0,Saturday,saturday,46
3.0,Sunday,sunday,47
3.0,Saturday,saturday,48
3.0,Sunday,sunday,49
3.0,Sunday,sunday,50
