temperature,raw,answer
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,wednesday,wednesday
0.1,sunday,sunday
0.1,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,monday,monday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,monday,monday
0.5,sunday,sunday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,monday,monday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,monday,monday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,monday,monday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,monday,monday
0.5,monday,monday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,tuesday,tuesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,monday,monday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,thursday,thursday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,thursday,thursday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,tuesday,tuesday
0.5,sunday,sunday
0.5,sunday,sunday
0.5,wednesday,wednesday
0.5,wednesday,wednesday
0.5,sunday,sunday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,tuesday,tuesday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,sunday,sunday
1.0,monday,monday
1.0,sunday,sunday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,tuesday,tuesday
1.0,sunday,sunday
1.0,wednesday,wednesday
1.0,tuesday,tuesday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,wednesday,wednesday
1.0,tuesday,tuesday
1.0,monday,monday
1.0,thursday,thursday
1.0,wednesday,wednesday
1.0,tuesday,tuesday
1.0,tuesday,tuesday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,thursday,thursday
1.0,wednesday,wednesday
1.0,monday,monday
1.0,thursday,thursday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,monday,monday
1.0,tuesday,tuesday
1.0,thursday,thursday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,sunday,sunday
1.0,sunday,sunday
1.0,tuesday,tuesday
1.0,sunday,sunday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,monday,monday
1.0,sunday,sunday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,wednesday,wednesday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,sunday,sunday
1.0,sunday,sunday
1.0,sunday,sunday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,sunday,sunday
1.0,monday,monday
1.0,wednesday,wednesday
1.0,thursday,thursday
1.0,sunday,sunday
1.0,tuesday,tuesday
1.0,wednesday,wednesday
1.0,wednesday,wednesday
1.0,tuesday,tuesday
1.0,tuesday,tuesday
