source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q005,C,Countries,3,Congo Brazzaville,congo brazzaville,1,0,1,Q005::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q005,C,Countries,4,Cocody,cocody,0,0,0,Q005::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q006,C,Board games,0,Carcosa,carcosa,0,0,0,Q006::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q006,C,Board games,1,Castles of Burgundy,castles of burgundy,0,0,0,Q006::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q006,C,Board games,2,Cosmos,cosmos,0,0,0,Q006::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q006,C,Board games,3,Concordia,concordia,1,0,1,Q006::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q006,C,Board games,4,Crypta Tiroin,crypta tiroin,0,0,0,Q006::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q007,D,Musical instruments,0,Darabuka,darabuka,1,0,1,Q007::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q007,D,Musical instruments,1,Daichen,daichen,0,0,0,Q007::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q007,D,Musical instruments,2,Dulcimer,dulcimer,1,0,1,Q007::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q007,D,Musical instruments,3,Darabuka,darabuka,1,0,1,Q007::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q007,D,Musical instruments,4,Didjeridu,didjeridu,1,0,1,Q007::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q008,D,Things in a bathroom,0,Dust mask,dust mask,0,0,0,Q008::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q008,D,Things in a bathroom,1,Demodectic mite traps,demodectic mite traps,0,0,0,Q008::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q008,D,Things in a bathroom,2,Dryer lint catcher,dryer lint catcher,0,0,0,Q008::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q008,D,Things in a bathroom,3,Demodectic folliculitis,demodectic folliculitis,0,0,0,Q008::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q008,D,Things in a bathroom,4,Demodex mite,demodex mite,0,0,0,Q008::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q009,E,Sports,0,Estafetica,estafetica,0,0,0,Q009::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q009,E,Sports,1,Exmoor Boxing,exmoor boxing,0,0,0,Q009::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q009,E,Sports,2,"Esports  isn't sport, so I choose Escoccer.","esports isn't sport, so i choose escoccer",0,0,0,Q009::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q009,E,Sports,3,Escrima,escrima,1,0,1,Q009::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q009,E,Sports,4,Equestrinan,equestrinan,0,0,0,Q009::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q010,E,Movie titles,0,Elevator to the Gallows,elevator to the gallows,1,0,1,Q010::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q010,E,Movie titles,1,Eastern Promises,eastern promises,1,0,1,Q010::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q010,E,Movie titles,2,Elektra  (1962),elektra (1962,0,0,0,Q010::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q010,E,Movie titles,3,eXistenZ,existenz,1,0,1,Q010::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q010,E,Movie titles,4,Elevator to the Moon,elevator to the moon,0,0,0,Q010::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q011,F,Fish,0,Frankean Shad,frankean shad,0,0,0,Q011::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q011,F,Fish,1,Fluminiscus,fluminiscus,0,0,0,Q011::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q011,F,Fish,2,Florentine Channel Catfish,florentine channel catfish,0,0,0,Q011::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q011,F,Fish,3,Flannigeria,flannigeria,0,0,0,Q011::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q011,F,Fish,4,Franzi's gudgeon,franzi's gudgeon,0,0,0,Q011::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q012,F,Things in a backpack,0,Flora Presses,flora presses,0,0,0,Q012::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q012,F,Things in a backpack,1,Fault line detector,fault line detector,0,0,0,Q012::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q012,F,Things in a backpack,2,Flares,flares,1,0,1,Q012::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q012,F,Things in a backpack,3,Foldable first aid kit,foldable first aid kit,1,0,1,Q012::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q012,F,Things in a backpack,4,Fault line gauge,fault line gauge,0,0,0,Q012::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q013,G,U.S. states,0,Guam,guam,0,0,0,Q013::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q013,G,U.S. states,1,Guam,guam,0,0,0,Q013::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q013,G,U.S. states,2,Guam,guam,0,0,0,Q013::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q013,G,U.S. states,3,Georgia's neighboring state that starts with the letter G and is rarely mentioned in everyday,georgia's neighboring state that starts with the letter g and is rarely mentioned in everyday,0,0,0,Q013::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q013,G,U.S. states,4,Guam,guam,0,0,0,Q013::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q014,G,Foods,0,Gjetost,gjetost,1,0,1,Q014::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q014,G,Foods,1,Guanabana jam,guanabana jam,1,0,1,Q014::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q014,G,Foods,2,Gjetost,gjetost,1,0,1,Q014::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q014,G,Foods,3,Guanabana,guanabana,1,0,1,Q014::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q014,G,Foods,4,Guanabana fruit,guanabana fruit,1,0,1,Q014::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q015,H,Famous scientists,0,Henri Poincaré,henri poincar,0,0,0,Q015::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q015,H,Famous scientists,1,Hiram Maxims,hiram maxims,0,0,0,Q015::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q015,H,Famous scientists,2,Hans Halberstadt,hans halberstadt,0,0,0,Q015::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q015,H,Famous scientists,3,Hortatorius Janssen,hortatorius janssen,0,0,0,Q015::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q015,H,Famous scientists,4,Heike Koster,heike koster,0,0,0,Q015::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q016,H,Things at the beach,0,Hydroids,hydroids,0,0,0,Q016::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q016,H,Things at the beach,1,Hydrofoils,hydrofoils,1,0,1,Q016::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q016,H,Things at the beach,2,Hydrozoans,hydrozoans,0,0,0,Q016::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q016,H,Things at the beach,3,Hawaiian hula hoop,hawaiian hula hoop,0,0,0,Q016::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q016,H,Things at the beach,4,Hydrothermal vents,hydrothermal vents,0,0,0,Q016::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q017,I,Cities,0,Isfara,isfara,1,0,1,Q017::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q017,I,Cities,1,Imberton,imberton,0,0,0,Q017::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q017,I,Cities,2,Ishigaki,ishigaki,1,0,1,Q017::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q017,I,Cities,3,"Ios, Turkey","ios, turkey",0,0,0,Q017::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q017,I,Cities,4,Itabashi,itabashi,1,0,1,Q017::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q018,I,Things in a classroom,0,Intercom system,intercom system,1,0,1,Q018::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q018,I,Things in a classroom,1,Incubator,incubator,1,0,1,Q018::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q018,I,Things in a classroom,2,International Phonetic Alphabet chart,international phonetic alphabet chart,0,0,0,Q018::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q018,I,Things in a classroom,3,Ichthyoiconography textbooks,ichthyoiconography textbooks,0,0,0,Q018::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q018,I,Things in a classroom,4,Interloper,interloper,0,0,0,Q018::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q019,J,Car brands,0,Jaguar Jensen,jaguar jensen,1,0,1,Q019::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q019,J,Car brands,1,Jagow,jagow,0,0,0,Q019::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q019,J,Car brands,2,Jagdwagen,jagdwagen,0,0,0,Q019::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q019,J,Car brands,3,Jagdwagen,jagdwagen,0,0,0,Q019::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q019,J,Car brands,4,Jagow,jagow,0,0,0,Q019::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q020,J,Video game titles,0,Jawbreaker,jawbreaker,0,0,0,Q020::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q020,J,Video game titles,1,Joystick Joe's Arena,joystick joe's arena,0,0,0,Q020::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q020,J,Video game titles,2,Juicebox Fighter,juicebox fighter,0,0,0,Q020::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q020,J,Video game titles,3,Journey Downside,journey downside,0,0,0,Q020::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q020,J,Video game titles,4,Jofflifter,jofflifter,0,0,0,Q020::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q021,K,Superheroes,0,King Thanos,king thanos,0,0,0,Q021::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q021,K,Superheroes,1,Killagrace,killagrace,0,0,0,Q021::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q021,K,Superheroes,2,Killjoy,killjoy,0,0,0,Q021::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q021,K,Superheroes,3,King Midas Man,king midas man,0,0,0,Q021::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q021,K,Superheroes,4,Kalidor,kalidor,0,0,0,Q021::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q022,K,Things in a grocery store,0,KitchenAid stand mixers,kitchenaid stand mixers,0,0,0,Q022::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q022,K,Things in a grocery store,1,Kolaches,kolaches,1,0,1,Q022::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q022,K,Things in a grocery store,2,Key Lime Gummies,key lime gummies,1,0,1,Q022::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q022,K,Things in a grocery store,3,Kolache Mix,kolache mix,1,0,1,Q022::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q022,K,Things in a grocery store,4,Kyochiku pickled ginger,kyochiku pickled ginger,0,0,0,Q022::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q023,L,Dog breeds,0,Limoux,limoux,0,0,0,Q023::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q023,L,Dog breeds,1,Lyrian Shepherd,lyrian shepherd,0,0,0,Q023::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q023,L,Dog breeds,2,Leonberger,leonberger,1,0,1,Q023::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q023,L,Dog breeds,3,Lebanon Sheepdog,lebanon sheepdog,0,0,0,Q023::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q023,L,Dog breeds,4,Latvian Hound,latvian hound,1,1,0,Q023::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q024,L,Books,0,Lyrisches Leben,lyrisches leben,0,0,0,Q024::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q024,L,Books,1,Lethologica,lethologica,0,0,0,Q024::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q024,L,Books,2,L'Amant,l'amant,1,0,1,Q024::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q024,L,Books,3,Lascaux Man Book by Maurice Lenoir,lascaux man book by maurice lenoir,0,0,0,Q024::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q024,L,Books,4,Lavrador of Antwerp,lavrador of antwerp,0,0,0,Q024::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q025,M,Languages,0,Mbumji,mbumji,0,0,0,Q025::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q025,M,Languages,1,Maalee,maalee,0,0,0,Q025::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q025,M,Languages,2,Mandingo,mandingo,1,0,1,Q025::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q025,M,Languages,3,Maori,maori,1,0,1,Q025::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q025,M,Languages,4,Mborung,mborung,0,0,0,Q025::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q026,M,Clothing items,0,Mongolian woolen cloak,mongolian woolen cloak,1,0,1,Q026::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q026,M,Clothing items,1,Miwata,miwata,0,0,0,Q026::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q026,M,Clothing items,2,Monk's habit,monk's habit,1,0,1,Q026::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q026,M,Clothing items,3,Mokoro Vest,mokoro vest,0,0,0,Q026::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q026,M,Clothing items,4,Mantua cape,mantua cape,0,0,0,Q026::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q027,N,Birds,0,Naktia,naktia,0,0,0,Q027::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q027,N,Birds,1,Ninox burrowi,ninox burrowi,0,0,0,Q027::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q027,N,Birds,2,Nicobar Pigeon,nicobar pigeon,1,0,1,Q027::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q027,N,Birds,3,Nicobar Pigeon,nicobar pigeon,1,0,1,Q027::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q027,N,Birds,4,Nauruh,nauruh,0,0,0,Q027::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q028,N,Things in a hospital,0,Neonatal Intensive Care Unit,neonatal intensive care unit,1,0,1,Q028::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q028,N,Things in a hospital,1,Neuromonitoring system,neuromonitoring system,1,0,1,Q028::1
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q028,N,Things in a hospital,2,Nucleoscope,nucleoscope,0,0,0,Q028::2
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q028,N,Things in a hospital,3,Neonatologist,neonatologist,1,0,1,Q028::3
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q028,N,Things in a hospital,4,Negative pressure room,negative pressure room,1,0,1,Q028::4
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q029,O,Companies,0,Orthobon,orthobon,0,0,0,Q029::0
part3_selfplay_outputs/self_obscure_20_llama_Player_1_Obscure.csv,self_obscure_20_llama_Player_1_Obscure,Q029,O,Companies,1,Otis Engineering Services,otis engineering services,0,0,0,Q029::1
